Pg,0.0,0.25,0.5,1.0,2.0,4.0,8.0,16.0,32.0,64.0,128.0
Pg,0.0,0.25,0.5,1.0,2.0,4.0,8.0,16.0,32.0,64.0,128.0
37A_154B,0.035651285,0.03422777,0.033477392,0.033399925,0.033566374,0.03352496,0.032919414,0.032958005,0.03310616,0.03298653,0.0335163
13B_154B,0.045082033,0.040907383,0.039326098,0.036822002,0.034841597,0.034246232,0.03396215,0.033688277,0.033284914,0.0331033,0.032675367
37B_154B,0.08846542,0.066193394,0.05832243,0.047229197,0.03880656,0.03723702,0.03475484,0.033686575,0.03365237,0.0340444,0.03413999
154B_37A,0.04270936,0.04200366,0.041166574,0.039862957,0.037848774,0.034930535,0.032561384,0.03156505,0.031016534,0.030656882,0.030743053
154B_37B,0.053833533,0.049325343,0.048267897,0.045244623,0.04238313,0.036552873,0.03295361,0.03147697,0.03111794,0.03074415,0.031576872
154B_155A,0.079870604,0.07860657,0.077468924,0.0741832,0.070066504,0.05961244,0.04974073,0.04163343,0.03750509,0.034643948,0.033674803
